Incidence Rate Report by State

"Colon & Rectum (All Stages^), 2017-2021"

"All Races (includes Hispanic), Female, All Ages"

Sorted by CI*Rank

State,FIPS,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Colorado(6)",08000,28.3 ,27.5, 29.1,46 , 41 , 49,915,falling,-0.8 ,-1.3, -0.3
"Arizona(6)",04000,27.8 ,27.1, 28.5,47 , 43 , 50,1270,falling,-1.9 ,-2.3, -1.6
"Massachusetts(7)",25000,27.6 ,26.9, 28.3,48 , 44 , 50,1296,falling,-3.3 ,-3.7, -3.0
"Vermont(6)",50000,27.2 ,25, 29.6,49 , 36 , 50,125,falling,-2.7 ,-3.5, -2.0
"Utah(7)",49000,26.3 ,25.1, 27.5,50 , 46 , 50,386,falling,-1.9 ,-4.7, -1.5
"Puerto Rico(6)",72001,31.2 ,30.1, 32.3,N/A , N/A , N/A,711,falling,-0.6 ,-1.2, -0.1
"Indiana(6)",18000,data not available ,data not available, data not available,N/A , N/A , N/A,data not available,data not available,data not available,data not available,data not available

Created by statecancerprofiles.cancer.gov on 11/16/2025 11:18 pm.

State Cancer Registries may provide more current or more local data.
"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) Summary/Historic Combined Summary Stage (2004+) [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of data selections.
Source: SEER and NPCR data. For more specific information please see the table.

Data for the United States does not include data from Indiana.
Data for the United States does not include Puerto Rico.
CI*Rank data for Puerto Rico is not available.
